movie_index,text,label_int
11089,"One of the most magnificent movies ever made. The acting of Charles Buchinski (later known as Bronson) is simply outstanding. This is the crown on the career of director Winner, who himself was often quoted saying this was his masterpiece. The plot has been copied many times, but it's never been topped. Wildey J. Moore, the gun manufacturer, many times claimed his brand's growth since the mid 80s can be fully credited to DW3, and rightly so. This is not just a movie, this is art that many generations will admire and appreciate. Although this movie has never been fully appreciated in the USA, it has found a huge following in Europe and Asia, where the movie is regularly shown at film schools and it is still a popular hit in student cinemas all across Europe. All in all, a true classic.",1
5901,"I thought this would be a fun comedy with no sex or nudity in it. Well, there's no sexual content but as for being a ""fun comedy,"" I only remember laughing a total three times during ""The Green Butchers."" The hilarity is centered around cannibalism and mental retardation, which is just sick humor, in a bad way.<br /><br />I should have walked out of this film and I'm kicking myself because I didn't. In fact, I shouldn't have seen this movie in the first place. The only good that came out of this film was was the fact that Bjarne and his brother finally made amends and put their ugly past behind them. I advise any well-meaning individual to steer clear of this gross-out flick.",0
37854,"Man this thing bites! I am sorry I ever sat down and watched it! Friedkin was insane for making a film attempting to win over the viewers sympathy for this lunatic If it were up to me I'd have made the audience hate that low life instead of getting all misty eyed over him! He killed people! Quite grizzly I might add too! And Friedkin wants you to feel sorry for him because he's ""not right""! I say Friedkin can forget it! I hate the guy this movie is partly based on and hope they did wise up and give his sorry butt the juice!!! In a nut shell, don't waste your time! It's sick and perverse!",0
21402,"This sad little film bears little similarity to the 1971 Broadway revival that was such a 'nostalgic' hit. Keep in mind that when Burt Shevelove directed that revival, he rewrote the book extensively. I have a feeling that this screenwriter wrought as much of a change from the original 1925 version as well. I played the 'innocent philanderer' Jimmy Smith on-stage in 1974, and thought this $1 DVD would bring back memories. Not a chance. Even the anticipated delight of seeing ""Topper"" Roland Young play 'my' part was a major disappointment. Three songs from the play remain, and are done very poorly. Even the classic duet, ""Tea For Two"", is done as a virtual solo. The many familiar faces in this 1940 fiasco do not do themselves proud at all, and the star, Anna Neagle, just embarrasses herself. When I feel gypped by spending a dollar, I know the film must be bad. Another commentator mentioned the Doris Day version, which is actually called ""Tea For Two"" and is about doing the stage play (the original, of course), so those who are seeking the true ""No No Nanette"" might find a more recognizable version there.",0
45156,"Years ago I read the book 'A Máquina' (The machine). As I re-read this little book again and again, I could never stop getting more and more fascinated by the imagination of the writer and the richness of the Brazilian culture.<br /><br />When I knew about the movie, I was really scared that someone would spoil one of my favorites books! Well, happily, my fears were unjustified and the movie is such a wonderful and delicate piece of art.<br /><br />I can't recall of any other movie that could bring tears to my eyes due to the very beauty of the text. Also I can't recall such a powerful performance like Gustavo Falcão's.<br /><br />You can see and feel how colossal his love for Karina is. You can realize that he'll move mountains and do anything for this love.<br /><br />Do see this movie, watch it thru the eyes of the kid that lives inside you, enchant yourself!",1
17117,"This delightful movie tells the story of buds. And it's incredible. You'll laugh, and you'll smile, and you'll laugh. It's really all about the laughs. When Jon Bon Jovi is funny in a movie, it's a heck of a movie! 'nuff said. Now go watch it!",1
37482,"Last night I got to see an early preview screener of Prozac Nation. Because I love everything that Christina Ricci does I was very excited at first, but as the movie continued I started to wonder where it was going. Based on a true story, it is simply about Christina Ricci's character and her struggle with depression, drugs, friends and family as you can probably tell from the title. In my opinion this movie moved too fast, and it was way too dramatic. I would say there was a dramatic moment every five minutes, and the movie moved through her life extremely fast, and this left no room for us to connect with Christina Ricci's character. Christina Ricci's performance was fantastic as always but Jessica Lange stood out throughout the whole movie, and I believe this movie's success will be all because of her and Christina Ricci. I would rate this 4 out of 10 and I would suggest you rent this one or read the books by Elizabeth Wurtzel they are good and definitely worth checking out.",0
2851,"I rented this film purely on the fact that the cover appealed to me. However as soon as the film began I had regrets. It seems they used a home video camera to shoot this film and let a young child do it. They also used inappropriate ghostly faces and shapes to try and scare people but i found myself laughing, i could have put that together myself and done a better job of it.<br /><br />As for the plot I felt that it had some really good ideas but because of dodgy lines and in some cases acting they were overshadowed. It had no direction.<br /><br />I didn't want to sit through it all because it caused me physical pain to watch it but i always finish what i start so i took a deep breath and let it carry on. Definitely 98minutes of my life wasted.<br /><br />I would save yourself the embarrassment of knowing that you have watched 'Haunted Boat' and find something that is more entertaining. I'm a fan of low budget horror films but this was a major disappointment i thought nothing could get worse after 'Terror Toons' but this made me reconsider. A let down to its genre.<br /><br />* out of ***** (The star is for the ideas of having their worst fears coming for them)",0
13488,"Even a bad Julie Andrews Musical is worth watching and this isn't bad! In fact it's quite entertaining. Actually it's a fascinating study on trying to manipulate a star's personae.<br /><br />To break Julie's ""goody two shoes mold"" she plays a German Spy/English Musical Hall Actress. She subsequently went on to take her top off in the movie S.O.B. and play a drag queen in Victor Victoria and other not so goody girls usually under hubby Blake Edward's direction.<br /><br />The movie is admittedly problematic It is hard to feel for her character because she's a German Spy. We want to love Julie but she's on the wrong side of the law. Probably this is why this movie flopped. Julie as a German Spy? Our Mary Poppins? our Maria Van Trapp suddenly a German Spy?<br /><br />The romance seems to happen overnight and come from nowhere. But never mind, it's a musical and it has Jullie. Oh and did I mention hunky Rock Hudson is in it too?<br /><br />Julie gives a glowing wonderful performance that any musical comedy buff should not miss. Great WW 1 Songs and nice tunes by Mancini.<br /><br />Yes the film has plot holes and at times doesn't seem logical. For example, why is Julie and her uncle suddenly pursued by the Germans when a minute ago she was spying for them. <br /><br />But on another note, who cares? The musical numbers are fun and exciting. The costumes and scenery extraordinarily lavish. The cinematography quite on the mark.<br /><br />It has the annoying idiot detectives that Blake Edwards puts in all his movies. (Yawn)<br /><br />But it has Julie- trying desperately to change her image. (You can imagine dinner with Blake and Julie - Julie: ""Blake we need to change my image."" <br /><br />Blake: ""I Will make you a German Spy, then we will take your clothes off in another movie and then play a transvestite in a another movie. They won't recognize you. It will be the death of Maria Von Trapp""<br /><br />Fascinating study on changing an image. Wonderful Julie. A must see for musical comedy buffs. Much more entertaining than Star!",1
20748,"I thought this series was going to be another fun, action series with some dynamic plots and great performances. I was wrong. While I like Jamie Denton, this show is hardly worth watching at all, unless you enjoy watching some people brutalized and the actions of the agents supposedly warranted under the theme of ""national security."" The show is great propaganda for the current government, and spews out jingoism as though we talk that way every day. After a couple of episodes, it was boring the hell out of me, and I started watching reruns of House Invaders on BBCAmerica instead. Rather watch CSI and Without a Trace, without a doubt.",0
20275,"""It wasn't me! It was, er, my twin brother Rupert!"" Bobby says to Dugan when confronted about being over at Sally's place. I have used this line dozens of times over the years (no one has yet to believe it, though).<br /><br />This movie is one of the all-time best for sheer fun and nonbelieveability. Steven Oliver was perfect for the part of Dugan, so much so that he was in 1978's ""Malibu Beach"" as the same character (not nearly as much screen time, though).<br /><br />""Nobody calls Dugan a turd!"" is another line for the ages. This classic film was definitely worth the price of admission.",1
46602,"The symbolic use of objects, form editing, the position of characters in the scene... these were all used with such joyous abandon by Hitchcock that you can really see what a fertile genius he had. The way the wife moves from one corner of the ring to the other as the fight progresses, the editing when the wedding ring is placed on her finger... while these may seem a bit obvious by todays standards, in the silent era they spoke volumes about the story without a word being spoken. Even the title has a least four meanings that I can see; the boxing ring, the wedding ring, the bracelet the lover buys, and the love triangle at the heart of the story.",1
43185,"I had the pleasure of viewing this movie early and I have to say I thought that it was going to be boring and wondered how could they ever improve upon the 1984 version of Bachelor Party starring Tom Hanks, which I thought was pretty good...I was right...In all honesty I thought it could have been better...Sure there were some funny moments but it just didn't seem to hit the mark with me...The acting was OK and the storyline pretty well follows the original but I think it could have been so much better...This movie I'd say is for teens and the young of heart; full of female bodies, alcohol and sex...It's just another typical run of the mill party movie that has been done over and over again. 4/10 is my vote for this one.",0
43161,"Mickey Rourke is enjoying a renaissance at the moment... and fair play to him. I always liked his image and his acting ability in such fare as Angel Heart and Johnny Handsome. You know what you are going to get with Rourke - mean, moody, dirty. But this film gives you much more - and you don't want most of it.<br /><br />First and foremost - this whole thing just doesn't make sense. Rourke is a hardened IRA killer who after killing a bus-load of schoolchildren flees Ireland for London. He is on the run from the cops and from his own Army comrades. He has also vowed to never kill again. It looks like the bus full of kids finally did it for him.<br /><br />However, when he gets to London he is tracked down by a local mobster (Bates - looking like his eyebrows and hair came straight off a Burton's dummy) to kill his main competitor in turn for £50,000 and a boat trip to the US. Rourke reluctantly agrees to do it but is seen by a priest (Hoskins) and confesses the crime to him in the confessional in order to keep the priest's mouth shut. He figures it is better than killing him.<br /><br />A wealth of things arise here which just don't add up : 1. Why pick Rourke to off your competition? As is illustrated by a scene whereby an employee is pinned to a wall by a couple of heavies with what look like awls - these London guys are tough enough anyway to do their own killing. 2. Not only that but the Mobster gets a guy to follow Rourke and witness the killing with his own eyes. Why didn't that guy simply kill the competitor and save all the hassle of dealing with Rourke? 3. Hoskins sees the murder take place and the police let him go off - without protection, I may add - to take confession? No way. 4. Rourke hangs around the church (right next to where he carried out the murder ) immediately after the crime takes place to go to confession. Why aren't the cops checking the place out? 5. Rourke hangs around the church and Hoskin's blind niece in particular, for days afterwards without anybody bothering him. What? He's on the run and he stays put by the very place where he committed another murder? Stupid. 6. The cops actually meet Rourke in the church ""fixing"" the organ and have no idea who he is. Do they not know he is on the run for the school bus bombing? They don't even check up on him? 7. Why get Rourke to kill for you, and then tell him to wait around for a few days to get on the boat? You'd think you'd want to get rid of him immediately. Or kill him. One or the other? 8. Why does Bates' brother suddenly decide to rape the blind niece in the midst of all the waiting? Could he not restrain himself for a few days? At least until Rourke has been safely offed to the States? Ridiculous. 9. Rourke suddenly has inner turmoil after all his years of killing and wins over the blind niece immediately - even after she knows he is a killer, she still loves him? Again - utterly ludicrous. And besides - she falls in ""love"" with him in record time - a few days !!!! 10. The whole bomb thing at the end is just plain silly from Bates point of view. 11. Things happen in parts of this film that just do not make sense or are simply in there to help the storyline (and I say that in jest) along. Bates' houses Rourke in a whorehouse until the boat is ready to sail and Rourke suddenly displays a moral high ground to respect the whore in the house - but yet will bed a blind girl. 12. Rourke asks a henchman on the boat where Bates is - and the henchman practically spurts out the entire movements of his boss in less than 10 seconds. It was embarrassing - the guy was telling Rourke far more than he even asked. 13. Hoskin's priest is an ex-army guy and we see him beat up three henchmen behind a pub. Totally uncalled-for and yet another cringe-worthy scene.<br /><br />I'm gonna stop there at unlucky 13 without mentioning Rourke's hair (so falsely red it is laughable), his accent (which to be fair is not too bad sometimes but deteriorates to a barely heard mumble at other times), his clothes, walk, looks to the heavens etc. Nor will I mention the music and the choppy editing style.<br /><br />Oooppps - I have just mentioned them.<br /><br />Overall - a disaster of a film with some obvious religious imagery thrown in (Rourke on the cross, preaching from a pulpit) which would embarrass a first year film student never mind a top star and director.<br /><br />4/10.",0
13542,"I had never paid much attention to this flick until I learned that Paddy Chayefsky - author of the brilliant ""Network"" - was the scriptwriter. His work there had instructed me as to his genius, so when 'Hospital' appeared on TMC, I was anxious to see it. I was not disappointed. Looking at both this film and ""Network"" it would seem that his big theme is the absurdity, inanity, and sheer viciousness of large human enterprises (e.g., hospitals, networks) against the sanctity of individual experience and the human spirit, and all of it delivered with a knife-edge sense of utterly black humor. ""Hospital"" is as black of a comedy as ""Network"" is, and the excellent cast, led by the incomparable Scott, does his work full justice. This is a keeper; definitely not to miss.",1
20365,"Like all the Taviani Brothers films, this one looks great, but it is rotten to the core with false romanticism, and coincidences heap upon each other in some facsimile of a ""story"". In actuality, this is really just a sentimentally cheap tear jerker posing as an intellectually distinguished art film.",0
31536,"Nothing to spoil here at all but this could be a SPOILER so beware.<br /><br />Special effects were on the level of a video game -- about five years ago, or perhaps of the original Star Trek. The acting was just pathetic -- some cheesy looking blonde treking across the desert while a voice in the background droned on. And on. And on. This was the trek and drone half that I actually made it through. Progress is interrupted by a few fights. Ships blow each other up for no real reason that is apparent episodically. Again, it's not that there is a real fight that you would expect from a movie, more like a cheap video game. Boi-ing! Boi-ing! Ship explodes. Next ship. Apparently some of the ships are looking for the blonde. Here in the far future, ships must be nearsighted and astigmatic because many of them pass directly overhead of the stylishly dressed futuristic babe in black but never see her. <br /><br />Then there are a couple of choreographed fights that look like something put on by high school kids. Again, the crude video game mentality is prominent. The combatants shift to ""Fight Mode"" by flipping something on their wrists, and a loud computerized voice echoes and flashes ""Fight Mode"". That must be a dandy design if you are trying to sneak up on somebody. Then you go to a big power station which looks just like a current day power line tower and plug in to charge back up. LOL, I'm not kidding, you can't make this stuff up, it's like watching a freaking video game from about 2000 only the acting is better in the game.<br /><br />More trekking. Then she shows up at ""The City"". (Lame sound trek gets even lamer here.) She gets into a fight with a mech robot of the future who cannot hit her with his big gun, even though she runs right in front of him, about five feet in front of him. Obviously robots of the far future are about as useful as toaster ovens in a fight. She throws sand in its eyes and beats it to death by throwing rocks at it. rofl, I was at about 95% of tolerance by that point, my nausea circuits flashing red.<br /><br />In the next scene she ends up strapped to a rocket with some rope. I kid you not, tied right to the outside of a rocket. This is supposed to be an advanced form of transportation. At that point I bailed. <br /><br />This movie is an utter disgrace for a movie made at the present time. Just a freaking disgrace. There was a drippy story but the movie distracted from it -- somebody droning on about ""mother"" constantly. <br /><br />I gave it a two because there were a few scenes which displayed some pretty nice artwork of a science fiction nature as background. Unfortunately the plot, acting, action, cinematography, and narrative distracted from this artwork and degraded it. No kidding.",0
26753,"This was one of the worst movies I have ever seen. Branaugh seemed to have so much trouble remembering his accent that he couldn't deliver his lines. The plot was definitely not worthy of John Grisham's name. No wonder it was never published as a book or released in theaters. I didn't even watch the whole thing. I decided I didn't care who done it, then realized there was no ""whodunit"" to care about!",0
37641,"If you love cult 70's Sci-fi the way I do, or if you like movies such as ""Repo Man"" or ""Buckaroo Bonzai"" than you're going to love this one. It's a stream of consciousness 70's Sci-fi spectacular, including a 22nd century junkyard and the Earth a million years from now. This movie is pure 70's. Put on Steve Miller's ""Fly Like An Eagle"" or Pink Floyd's ""Dark Side Of The Moon"" and you're ready to go!",1
4955,I have been looking for this mini-series for a very long time. I saw this movie when I was living in back in Russia many years ago. I'm curious if somebody who has the recorded copy of this movie can send me the copy. I'm willing to cover all the expenses and pay for the extra tapes or DVDs. This is one of the best TV series that I have ever watched. I would recommend it to anybody who is somewhat interested in Israel History and World History after WWII. I'm also trying to find a book (I have heard that its even better than the movie)however the new one costs around $50 on amazon and I have never purchased a used copy. my e-mail address is yurets777@hotmail.com Thank you very much for you help.,1
9861,"So, back when Herbie made his first appearance, I was perfectly happy watching Dean Jones mug away. I only wanted to be entertained for a few hours and eat overly buttered popcorn. Now, unfortunately, I have expectations of a riveting/delightful story whenever I watch a movie, if I'm not on some sort of medication. And this is another good movie for the medicated. There are no major laughs, no complex plot lines, no difficult twists. Herbie Fully Loaded is great for the fully loaded.<br /><br />This was the first time I had seen La Lohan on the screen since she swapped places with Jamie Lee Curtis (I thought she was excellent in that), and I can't say I was terribly impressed this time around. Aside from her constantly changing and distractingly unnatural hair color, she just didn't ring true as the kid next door who had spent a lifetime hanging around road racers. Her 'need for speed' wasn't portrayed consistently in the film - perhaps it was elsewhere - she looked older than her part, and seemed to always be looking for something (a party? designer togs? new place to spend money?) off set. I couldn't see any chemistry with Justin Long; that romance seemed obligatory at best. The only time Lindsay appeared engaged was when she was interacting with Matt Dillon, who I thought was appropriately over the top as Evil Bad Guy Trip Murphy.<br /><br />It was great to see Herbie again, and I loved the movie intro with material from the old movies. If Disney had popped out with some Car 53 jewelry, I might have worn some just to be loyal. His new feature (?) was a little inconsistent (does he channel the thoughts of his driver? Does he now skateboard?) but whatever. We all knew how it was going to end, but I do wish he had ended up with someone a little less dopey than Maggie. And my head still hurts from that lesson Maggie and we viewers had hammered home. <br /><br />What would have made the movie worthwhile? Have the old Herbie in a real story with a real plot - at the very least, Herbie's as good as Lassie - but clearly that's asking too much. Why is it that Disney always goes back to the same well as ""Herbie Goes Bananas"" and ""the Computer That Wore Tennis Shoes"" when it comes to innovation? <br /><br />I'm sure this was a great movie for kids and those with no expectations. For the rest of us....it's for when you have the 'flu and just can't take the suspense of Rear Window.",0
33160,"<br /><br />Fourteen of the funniest minutes on celluloid. This short parody is at least as much a part of the Star Wars saga as Phantom Menace, and far more entertaining, if you ask me. Hardware Wars was the first in a long line of SW spoofs which form their own subgenre these days. I hate to describe it too much-it's so short that the premise is just about the whole thing. Suffice it to say that many of the most popular and familiar aspects of Star Wars have fun poked at them. Household appliances such as toasters and vacuum cleaners portray spaceships and robots, the Princess Anne-Droid character wears actual bread rolls on her head instead of the famous coils of braided hair, and Fluke Starbucker is even more of a dork than his original, if that's possible. Ernie Fosselius is one crazy son-of-a-buck-he's also the source of Porklips Now, the Apocalypse Now spoof.",1
37817,"A Vow to Cherish is a wonderful movie. It's based on a novel of the same title, which was equally good, though different from the film. Really made you think about how you'd respond if you were in the shoes of the characters. Recommended for anyone who has ever loved a parent, spouse, or family member--in other words, EVERYONE!<br /><br />Though the production isn't quite Hollywood quality--no big special effects--still, the values and ideals portrayed more than make up for it. And the cast did a wonderful job of capturing the emotional connections between family members, and the devastation that occurs when one of them becomes ill.<br /><br />You don't want to miss this!",1
17280,"There is a bit of trivia which should be pointed out about a scene early in the movie where Homer watches the attempt of December 6, 1957 (at least that was the video used on the TV he was watching) which showed the Vangard launch attempt, which failed.<br /><br />He is next shown reading or dictating a letter to Dr. Von Braun offering condolences about the failure.<br /><br />Von Braun was at Marshall space flight center in Huntsville working for the Army. The Vanguard project was by the early Nasa team which was at what soon became Goddard Space flight center.<br /><br />The army rushed the Jupiter-C, which was essentially a US made V2 technology, but worked to launch a satellite in response to Russia's success with Sputnik.<br /><br />This error may have actually been made by Homer, because of the notoriety of Von Braun, but his team didn't have their attempt fail. In fact the underlying Redstone was flying from 52 and was the first US man rated booster, used for Shepard's sub orbital flight, as well as Grissom's.<br /><br />This is why this sort of movie is so good, as it hopefully will inspire people to read up and spot these bits of trivia, and in the process see what has been done, and be inspired to do more.",1
31938,"The trio are a pleasant, nostalgic journey to that first hint of desire--when it was still about simple exploration of the unknown--before we ""grew up"" and added those complexities of HIV status, emotional baggage and gotta-run-my-pager-just-went-off into the emotional mix.<br /><br />The angst portrayed is pure adolescent angst, but it rings true in all three stories. Their sweetness and positivity make you feel good that you are gay. And those kinds of films are few and far between.<br /><br />Good news! Both Boys Life and Boys Life 2 are now readily available on DVD as of September 1999.",1
18140,"Went to the Preview Engagement of ""Grand Champion"" today (Dallas/Fort Worth, Austin, Snyder and a couple of other Texas cities). There are so few movies suitable for young children...but this one is, and it's great. Though the plot is a little ""Hokey"" (also the name of the steer in the movie), it is a wonderful story for children. And I enjoyed it, too. <br /><br />The film pretty well represents West Texas ranch family life, although a little exaggerated. Director/Author Barry Tubb ought to get it right since he grew up in that environment. He called the film his ""love letter to Texas."" <br /><br />Joey Lauren Adams plays the single mom of Buddy (Jacob Fisher) and Sister 'Blow' (Emma Roberts). Watch Emma Roberts (Julia Roberts' niece); she's very good and I think she will be in more films. There are also cameo appearances from Julia Roberts, Bruce Willis, musicians George Strait, Charlie Robison, Robert Earl Keen, Joe Ely and rodeo legends Larry Mahan and Tuff Hedeman.<br /><br />If you have young children or just want to see a feel-good movie, check out ""Grand Champion"" when it comes to your city (supposedly later this month). Y'all will enjoy it and it WILL make you feel good.<br /><br />I guess since I'm from West Texas, I might be a little biased...nah, I'm impartial. The film is excellent!",1
27519,"There is an awful lot wrong with this picture, beginning with a script that is both obvious and redundant. Courtney Cox plays a comic book artist who escapes to a small desert town after being raped twice in the big city. She immediately is stalked by a local who appears quite unhinged (Craig Sheffer), and who seems to be attempting a third rate Mickey Rourke imitation. D.B. Sweeny is a local cop, who is supposedly there to protect and serve. Meanwhile, the script manipulates the audience as to who's really the good guy? Logic flies out the window after the first ten minutes and never returns, and there are more unanswered questions than there should be. If you think ""Blue Desert"" might be saved by the wonderful Philip Baker Hall, you will be disappointed. His part is insignificant, just like the entire movie. - MERK",0
33263,"Very few movies have had the impact on American culture the way Urban Cowboy has. Thank god it was temporary. But UC is almost in a class by itself as one of those flicks that when you're flipping channels at 3:00AM you just can't take your eyes off....my top three are Animal House and Walking Tall BTW but that's beside the point. I remember Urban Cowboy hit the theaters and overnite there were honkytonks being opened on every corner, men were sporting cowboy hats with their penny loafers, and if you didnt know how to two-step you were considered a social moron! Personally I think it's a great movie. Travolta really surprised me on the heels of SatNiteFever. Who'd a thunk. He's actually believable too. The soundtrack is awesome. Too bad Charlene Tilton, of TV's Dallas fame ruined Johnny Lee's career cause that guy was just terrific. The show stealer here is Scott Glenn as the greaser ex-con redneck cowboy. And I ain't got nothing against greaser ex-con cowboys semi-being one myself, but I've always envied what I feel to be the greatest power line of all time....""Pack-at S*#t!"" Sort of like Clint's ""make my day."" And watching him slap Sissy around is the closest thing I'll see to my Julia Roberts fantasy so..... Like I said, beautiful. 9/10",1
13139,"I had never read Gary Paulsen's novel, Hatchet, for which 'A Cry in the Wild' is the adaptation of, so I can't make any comparisons to the book. I will, however, say that as a film on its own, adaptation or no adaptation, it was an underdeveloped adventure that provides no major explanation of its few characters.<br /><br />Think of 'A Cry in the Wild' as a less luxurious, teenage mountaineer (was Quincy, California the only place this was filmed?) version of 'Cast Away.' Jared Rushton is 13-year-old Brian Roebson, a kid headed on a small plane to visit his father, until the craft crashes over some deserted mountain terrain, leaving the kid stranded for quite a while and having to defend himself.<br /><br />There are basically three parts to the film. The obvious being the ten or fifteen minute introduction of the characters, namely Brian and his mom. <br /><br />The next third of the movie (which really consumes nearly all of the film) is that of Brian ""roughing it."" These scenes contain no particularly amazing action, nothing spectacular other than lots of beautiful cinematography of a beautiful Yukon landscape. Nothing to put you on edge, no real encounters (except a brisk confrontation with a cub), and no major dilemmas to initiate some sort of enjoyment or connection with the character on the screen. You might even feel briefly bored with the passage of time as we witness Brian dealing with his situation through first, primitive means, and then more improved ones (using tools, etc) for his survival. It is more like the ordinary time that passes if you were actually stuck in the situation, and that is pretty much about it. In other words, they put no meat on the Paulsen's words when they translated them into a visual media.<br /><br />And, of course, the third part of the movie is his rescue.<br /><br />There is a subplot that continuously seeks to make itself known during this time, however. Some conflict between Brian and his parents that created a rocky, awkward relationship between them. However, for the most part, it is only explained in brief, intermittent, minimal dialog flashbacks that look more like a back story for a music video. Any minute, the singer from Jefferson Starship, should chime in an start singing 'Sara.' Other than what the viewer can draw from the implications, or guess for his own need to fill the gaps in the narrative, we get a very underdeveloped back story which was probably necessary to enjoy at least part of this film and create a connection to the characters, whether or not it really had anything to do with Brian's survival adventure in the third part of the movie. These are the flaws in the narrative that through the viewer into a stupor as he struggles to find out what the heck those people there on the screen are doing and, for me, almost done to the point of screaming at the television to say something and tell me more! <br /><br />It certainly was not, for me, a good adventure tale. But, for fans of Jared Rushton, it was one of the last few movies he made. So, watch it purely for nostalgia, if nothing else.",0
25314,"Certainly this film has the ring of truth about it, as it purports to be based on actual occurrences at a Marine base. It deals with the attempted cover-up by the local Marine commander of unacceptable conduct by a Marine major which resulted in his being shot to death by his former girl friend, a Marine captain. The man and woman had been lovers, but the captain attempted to break off the relation when she discovered her boy friend was married. He continued to stalk her, going so far as to fire his side arm in her direction at one time. Finally he broke into her home, attacked her with a knife, and was shot twice with her service pistol and killed. The civilian prosecutor ruled the killing self defense, but the Marines decided to charge the captain with murder. The major, you see, was a decorated hero from Vietnam, and an old friend of the commanding colonel at the Marine base. The captain, too, had made some enemies in her motor pool command, rejecting some male advances in a very butch style.<br /><br />There is considerable psychological freight motivating and controlling the actions of the principal participants in this drama, which the very capable cast gets across nicely. The director and editor, however, seem determined to obscure the happenings as much as possible with frustrating flashbacks and shifting points of view. You're lucky if you know where you're at most of the time. Bear with them, though; it's a worthwhile story as the captain's court martial trial unfolds, and it seems every man's hand is against her, even her attorney at times. <br /><br />The verdict? Well, after all, this is rather a suspense story, so you'll have to see for yourself. There is a kind of ""pacifist"" message folded into the film, but forget about that. Sure, ""war is hell"", but sometimes it can't be avoided. We'll need those Marines then, even if they aren't always the best champions of fair play internally. As Kipling says in his poem ""Tommy Atkins"":<br /><br />""It's Tommy this and Tommy that, And Tommy wait outside. But, it's room for Mr. Atkins, When the troopship's on the tide.""",1
41761,"Who is Bettie Page? I certainly didn't find out while watching this movie. From what I have gathered from other sources, Ms. Page was highly in demand in the post-world war II period as the queen of ""naughty"" pictures and that is exactly what this film depicts. I never did get to know Bettie, the woman, though. Her childhood in Tennessee was a combination of an Evangelical Christian upbringing and a sordid home life which is only hinted at. The film glosses over her personal life and gets right down to the purpose of the film, the ""naughty"" pictures. Characters are introduced and abandoned within a few frames but there is frame after frame of Bettie in her pointy bras, Bettie in her girdle and stockings, Bettie in bondage...etc. The movie slides from black and white to color every time Ms. Page visits Miami Beach. Then back to her shades of gray life in New York we go. Gretchen Mol portrays Bettie as one of the most dimwitted young ladies you could ever meet. When Bettie confides to a friend that she missed being her High School valedictorian by getting an A- rather than an A one can only assume that there were only two students in her Senior class. The most interesting part of this movie is how quaint Ms. Page's ""naughty"" photos seem in 2007. It is truly sad that seeing a woman trussed up like a pig on a spit wouldn't even get a hit on My Space or You Tube. I'm not sure if this movie was written poorly or if some crazed editor cut the thing to shreds. I would only recommend it as a source for persons studying the history of odd undergarments.",0
2071,"Painful to watch, and not entirely for empathy with the struggles of the characters. Two of the main characters, Cynthia the mother and Monica the acknowledged daughter, spend the great bulk of the film pathetically mewling and bitterly bitching respectively. Their characters are so firmly established that their redemption into tolerable personalities after a quick family catharsis is unbelievable. It wasn't worth the wait. I wish a worthy pitch for honesty among families was less of a headache to view.",0
12564,"Not bad performances. Whoopi plays the wise/warm role quite well. Still, the storyline and situations can not be believed (forced PC stereotypes). At times it is good Jews and Blacks vs. the evil White Christians (ho-hum). A typical Hollywood fantasy. The film does have its moments, but it is not one that I would recommend to go out of your way to view.",0
816,"When I took my seat in the cinema I was in a cool mood and didn't plan on changing it. But this movie is a dramatic powerhouse. I was all in sweat and needed a shower afterward. So what have we? Theoretically a coming of age story of a teenage Turkish girl living in Copenhagen, Denmark. It came to my mind soon that the plot seemed pretty much completely borrowed from ""Bend it like Beckham"", where we had an Indian girl playing football and spoiling the wedding of her sister. Here we have it transferred to a Turkish girl spoiling her brother's wedding by doing Kung Fu. And we have a love story and a competition of course, too. After I accepted this, this really turned out to be a gripping, emotional drama and it shows off some beautiful Kung Fu (I'm not an expert, though). The lead actress Semra Turan is not only Denmark's female champion but she also delivers an excellent performance, so that it appears to be safe to assume that we have quite some autobiographic impressions here taking into account that this is her first movie and that she has no education as an actress. Rest of the supporting cast is okay, camera good, Kung Fu intense. Sidenotes: - The male Turkish audience showed respect so that they must have done something right. - The audience burst into cheers when our heroine finally fought back and attacked the boys who were gravely beating up her brother in revenge. - Xian Gao, a Chinese cinematic Kung Fu instructor/actor (Hidden Tiger, Crouching Dragon) played the lead role's master<br /><br />If you get the chance to see this in cinema do it, you'll probably have a good and intense experience and I don't know if this works on small screen as well",1
